1.40535, -0.925362, 0.69006
1.22028, -0.934616, 0.508211
1.03335, -0.9297, 0.346366
0.847412, -0.906028, 0.210979
0.666207, -0.859404, 0.107445
0.494326, -0.785303, 0.0398943
0.337265, -0.677652, 0.0110182
0.201735, -0.525646, 0.0219684
0.0966056, -0.325646, 0.0723083
0.0314764, -0.125646, 0.160031
0.00634707, 0.0743536, 0.281639
0.0212178, 0.274354, 0.432285
0.0760885, 0.474354, 0.605962
0.170959, 0.674354, 0.795747
0.30583, 0.874354, 0.994074
0.480701, 0.918208, 1.19304
0.664342, 0.933144, 1.3847
0.850971, 0.938007, 1.56143
1.03857, 0.927477, 1.71617
1.22407, 0.897097, 1.84276
1.40349, 0.842626, 1.93615
1.57201, 0.759229, 1.99262
1.72386, 0.639945, 2.00991
1.85185, 0.471077, 1.98734
1.94606, 0.271077, 1.92581
2.00028, 0.0710769, 1.82777
2.01449, -0.128923, 1.69712
1.98871, -0.328923, 1.53908
1.92292, -0.528923, 1.35995
1.81714, -0.728923, 1.16687
1.67136, -0.909442, 0.967532
1.48947, -0.926581, 0.769888
1.30415, -0.93852, 0.581817
1.11645, -0.938873, 0.410817
0.928672, -0.9226, 0.263703
0.744152, -0.885341, 0.146343
0.567084, -0.822758, 0.0634132
0.402532, -0.729601, 0.0182211
0.256612, -0.597697, 0.0125682
0.137072, -0.408929, 0.0466798
0.0552867, -0.208929, 0.119196
0.0135009, -0.00892857, 0.227225
0.0117152, 0.191071, 0.366462
0.0499295, 0.391071, 0.531354
0.128144, 0.591071, 0.715328
0.246358, 0.791071, 0.91105
0.404572, 0.911413, 1.11072
0.586855, 0.928457, 1.30637
0.772546, 0.938097, 1.4902
0.960166, 0.934446, 1.6549
1.14705, 0.91276, 1.79388
1.32961, 0.868785, 1.90161
1.50336, 0.798049, 1.9738
1.66297, 0.69476, 2.00756
1.80193, 0.549048, 2.00155
1.91174, 0.349048, 1.95601
1.98154, 0.149048, 1.87276
